,All Crime,Assault,Battery,Burglary,Deceptive,Homicide,Latitude,Longitude,Motor,Narcotics,Robbery,Theft,Trespassing,Weapons,lat,lon,coord,Neighborhoods,Beats,Cell Towers,waste_basket,library,grave_yard,fire_station,drinking_water,fountain,pub,bicycle_parking,pharmacy,bar,bank,bicycle_rental,bench,cafe,fuel,fast_food,school,restaurant,place_of_worship,parking,Divvy,Bike Rack,Bus Stop,L Stop,Metra
1485,2313,157,497,155,49,2,41.8517779781,-87.7158453668,92,179,222,393,39,39,41.8517779781,-87.7158453668,"('-87.7158453668', '41.8517779781')",6,155,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,11,0,0,3,8,2,0
1486,1514,108,352,72,41,2,41.8517779781,-87.7113537903,77,155,70,221,20,25,41.8517779781,-87.7113537903,"('-87.7113537903', '41.8517779781')",7,129,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,1,4,0,0
1487,1570,100,305,65,51,1,41.8517779781,-87.7068622139,83,168,126,247,36,29,41.8517779781,-87.7068622139,"('-87.7068622139', '41.8517779781')",7,151,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,2,1,4,8,2,0
1488,2146,176,427,104,69,2,41.8517779781,-87.7023706375,99,205,110,332,35,29,41.8517779781,-87.7023706375,"('-87.7023706375', '41.8517779781')",7,159,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,4,3,0,0
1489,1615,140,337,83,53,4,41.8517779781,-87.6978790611,62,96,61,211,26,42,41.8517779781,-87.6978790611,"('-87.6978790611', '41.8517779781')",7,159,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,4,3,0,0
1490,2460,202,530,115,68,4,41.8517779781,-87.6933874847,119,135,111,381,33,40,41.8517779781,-87.6933874847,"('-87.6933874847', '41.8517779781')",7,158,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,3,1,1,1,8,0,0
1491,1315,54,92,26,64,0,41.8517779781,-87.6888959082,55,27,61,676,54,5,41.8517779781,-87.6888959082,"('-87.6888959082', '41.8517779781')",7,158,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,5,0,2,4,0,0
1492,2011,166,408,69,109,2,41.8517779781,-87.6844043318,100,86,81,545,76,17,41.8517779781,-87.6844043318,"('-87.6844043318', '41.8517779781')",76,158,37,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,2,1,3,0,6,0,1,6,0,0
1493,1708,143,334,84,47,6,41.8517779781,-87.6799127554,87,175,43,226,30,41,41.8517779781,-87.6799127554,"('-87.6799127554', '41.8517779781')",76,158,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,3,4,0,0
1494,1651,115,321,90,85,2,41.8517779781,-87.675421179,72,79,47,375,32,17,41.8517779781,-87.675421179,"('-87.675421179', '41.8517779781')",76,158,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,3,3,0,3,8,0,0
1495,1022,79,197,53,46,6,41.8517779781,-87.6709296026,58,75,25,144,21,29,41.8517779781,-87.6709296026,"('-87.6709296026', '41.8517779781')",76,158,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,5,0,0
1496,669,55,146,29,18,0,41.8517779781,-87.6664380261,28,67,23,102,22,14,41.8517779781,-87.6664380261,"('-87.6664380261', '41.8517779781')",76,158,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,2,10,0,0
1497,285,18,60,0,2,0,41.8517779781,-87.6619464497,15,26,3,80,8,2,41.8517779781,-87.6619464497,"('-87.6619464497', '41.8517779781')",76,157,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0
1498,248,21,48,0,15,1,41.8517779781,-87.6574548733,17,19,3,73,5,2,41.8517779781,-87.6574548733,"('-87.6574548733', '41.8517779781')",76,157,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,4,0,0
1499,239,18,30,6,6,0,41.8517779781,-87.6529632969,22,21,4,75,5,1,41.8517779781,-87.6529632969,"('-87.6529632969', '41.8517779781')",76,157,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1500,409,16,39,24,19,0,41.8517779781,-87.6484717205,42,14,6,155,14,2,41.8517779781,-87.6484717205,"('-87.6484717205', '41.8517779781')",76,157,8,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,6,1,2,8,0,0
1501,154,13,14,4,8,0,41.8517779781,-87.643980144,14,5,3,57,14,1,41.8517779781,-87.643980144,"('-87.643980144', '41.8517779781')",76,157,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
1502,566,24,47,41,32,0,41.8517779781,-87.6394885676,50,27,25,183,33,0,41.8517779781,-87.6394885676,"('-87.6394885676', '41.8517779781')",68,156,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,10,0,0
1503,1958,84,259,82,105,2,41.8517779781,-87.6349969912,65,125,154,715,67,6,41.8517779781,-87.6349969912,"('-87.6349969912', '41.8517779781')",68,156,16,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,2,7,1,2,0,4,4,0,0
1504,1267,65,216,34,158,0,41.8517779781,-87.6305054148,28,31,113,418,43,8,41.8517779781,-87.6305054148,"('-87.6305054148', '41.8517779781')",68,156,22,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,1,10,10,2,0
1505,2114,132,424,44,95,3,41.8517779781,-87.6260138384,83,198,96,486,225,10,41.8517779781,-87.6260138384,"('-87.6260138384', '41.8517779781')",67,93,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,14,1,0,10,2,0
1506,612,22,73,28,52,2,41.8517779781,-87.6215222619,26,14,20,231,18,1,41.8517779781,-87.6215222619,"('-87.6215222619', '41.8517779781')",67,147,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,5,0,0
1507,732,40,85,4,47,1,41.8517779781,-87.6170306855,11,9,7,391,46,5,41.8517779781,-87.6170306855,"('-87.6170306855', '41.8517779781')",67,147,46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,1
1508,391,13,17,1,18,0,41.8517779781,-87.6125391091,8,0,2,288,13,1,41.8517779781,-87.6125391091,"('-87.6125391091', '41.8517779781')",32,147,53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0
1509,38,1,4,1,2,0,41.8472864017,-87.7383032489,5,9,0,9,0,0,41.8472864017,-87.7383032489,"('-87.7383032489', '41.8472864017')",6,160,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510,781,66,156,45,24,5,41.8472864017,-87.7338116724,38,71,21,119,13,15,41.8472864017,-87.7338116724,"('-87.7338116724', '41.8472864017')",6,160,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1511,1015,79,188,85,16,3,41.8472864017,-87.729320096,65,80,41,137,24,15,41.8472864017,-87.729320096,"('-87.729320096', '41.8472864017')",7,160,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1512,1333,100,249,69,26,3,41.8472864017,-87.7248285196,100,126,100,216,11,24,41.8472864017,-87.7248285196,"('-87.7248285196', '41.8472864017')",7,160,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,6,0,0
1513,1327,101,274,78,29,3,41.8472864017,-87.7203369432,119,37,93,192,18,15,41.8472864017,-87.7203369432,"('-87.7203369432', '41.8472864017')",7,160,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514,1747,133,408,80,30,3,41.8472864017,-87.7158453668,94,126,86,225,25,36,41.8472864017,-87.7158453668,"('-87.7158453668', '41.8472864017')",7,160,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,6,6,0,0
1515,2074,131,492,79,30,4,41.8472864017,-87.7113537903,117,273,64,190,24,59,41.8472864017,-87.7113537903,"('-87.7113537903', '41.8472864017')",7,129,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1516,2787,233,663,75,59,3,41.8472864017,-87.7068622139,127,317,75,379,43,51,41.8472864017,-87.7068622139,"('-87.7068622139', '41.8472864017')",7,129,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,2,4,0,0
1517,2406,161,611,93,58,7,41.8472864017,-87.7023706375,143,241,80,248,41,50,41.8472864017,-87.7023706375,"('-87.7023706375', '41.8472864017')",7,159,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
1518,1305,89,346,75,25,1,41.8472864017,-87.6978790611,55,83,16,145,24,53,41.8472864017,-87.6978790611,"('-87.6978790611', '41.8472864017')",7,159,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,4,0,0,0
1519,1758,145,472,64,30,11,41.8472864017,-87.6933874847,76,126,28,230,27,57,41.8472864017,-87.6933874847,"('-87.6933874847', '41.8472864017')",7,158,15,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,3,4,0,0
1520,281,14,39,15,5,1,41.8472864017,-87.6888959082,50,10,10,51,5,5,41.8472864017,-87.6888959082,"('-87.6888959082', '41.8472864017')",7,158,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1521,1069,92,209,55,31,1,41.8472864017,-87.6844043318,62,62,23,211,19,13,41.8472864017,-87.6844043318,"('-87.6844043318', '41.8472864017')",76,158,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,2,1,2,5,0,0
1522,707,41,132,41,22,0,41.8472864017,-87.6799127554,67,63,21,104,6,10,41.8472864017,-87.6799127554,"('-87.6799127554', '41.8472864017')",76,158,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,4,0,0
1523,304,31,59,18,15,0,41.8472864017,-87.675421179,28,9,5,74,3,7,41.8472864017,-87.675421179,"('-87.675421179', '41.8472864017')",76,158,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,8,0,0
1524,15,1,2,0,0,0,41.8472864017,-87.6709296026,2,0,0,5,0,0,41.8472864017,-87.6709296026,"('-87.6709296026', '41.8472864017')",76,158,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1525,115,8,9,3,8,0,41.8472864017,-87.6664380261,2,25,1,45,4,0,41.8472864017,-87.6664380261,"('-87.6664380261', '41.8472864017')",76,158,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
1526,52,3,4,4,5,0,41.8472864017,-87.6619464497,5,3,0,13,2,1,41.8472864017,-87.6619464497,"('-87.6619464497', '41.8472864017')",76,157,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1527,95,3,21,7,3,0,41.8472864017,-87.6574548733,4,1,2,21,1,0,41.8472864017,-87.6574548733,"('-87.6574548733', '41.8472864017')",76,161,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1528,107,3,5,12,1,0,41.8472864017,-87.6529632969,7,5,2,32,3,0,41.8472864017,-87.6529632969,"('-87.6529632969', '41.8472864017')",83,161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1529,399,18,38,15,14,0,41.8472864017,-87.6484717205,22,12,30,159,5,0,41.8472864017,-87.6484717205,"('-87.6484717205', '41.8472864017')",83,161,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,8,2,0
1530,401,26,56,19,23,0,41.8472864017,-87.643980144,27,10,17,106,21,2,41.8472864017,-87.643980144,"('-87.643980144', '41.8472864017')",83,156,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0
1531,480,19,62,24,23,0,41.8472864017,-87.6394885676,62,16,20,137,7,2,41.8472864017,-87.6394885676,"('-87.6394885676', '41.8472864017')",8,156,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,9,0,0
1532,488,15,44,51,19,0,41.8472864017,-87.6349969912,45,7,59,112,8,4,41.8472864017,-87.6349969912,"('-87.6349969912', '41.8472864017')",8,156,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
1533,295,12,43,16,15,0,41.8472864017,-87.6305054148,25,7,30,78,16,2,41.8472864017,-87.6305054148,"('-87.6305054148', '41.8472864017')",8,156,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,4,0,0
1534,717,35,93,17,33,0,41.8472864017,-87.6260138384,52,19,39,252,17,4,41.8472864017,-87.6260138384,"('-87.6260138384', '41.8472864017')",67,162,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,5,0,0
1535,1079,60,204,19,111,1,41.8472864017,-87.6215222619,67,11,25,328,36,2,41.8472864017,-87.6215222619,"('-87.6215222619', '41.8472864017')",67,162,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,1,0,8,0,0
1536,563,31,97,21,39,0,41.8472864017,-87.6170306855,39,10,25,171,13,0,41.8472864017,-87.6170306855,"('-87.6170306855', '41.8472864017')",67,162,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,1,6,0,0
1537,17,0,4,1,0,0,41.8472864017,-87.6125391091,0,1,1,4,0,1,41.8472864017,-87.6125391091,"('-87.6125391091', '41.8472864017')",67,162,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1538,9,0,4,0,1,0,41.8427948253,-87.7383032489,0,1,0,1,0,1,41.8427948253,-87.7383032489,"('-87.7383032489', '41.8427948253')",7,166,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1539,875,60,175,52,40,2,41.8427948253,-87.7338116724,69,53,48,139,19,8,41.8427948253,-87.7338116724,"('-87.7338116724', '41.8427948253')",7,166,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,6,3,0,0
1540,1392,95,272,59,25,5,41.8427948253,-87.729320096,81,88,89,233,17,18,41.8427948253,-87.729320096,"('-87.729320096', '41.8427948253')",7,166,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,4,0,0
1541,2203,158,387,75,113,3,41.8427948253,-87.7248285196,95,134,167,616,42,18,41.8427948253,-87.7248285196,"('-87.7248285196', '41.8427948253')",7,166,18,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,2,0,10,7,0,0
1542,1321,69,242,82,73,5,41.8427948253,-87.7203369432,91,46,119,225,16,19,41.8427948253,-87.7203369432,"('-87.7203369432', '41.8427948253')",7,166,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,4,0,0
1543,1102,72,221,41,35,1,41.8427948253,-87.7158453668,56,65,79,193,18,15,41.8427948253,-87.7158453668,"('-87.7158453668', '41.8427948253')",7,165,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,1,6,10,0,0
1544,1534,106,295,85,49,4,41.8427948253,-87.7113537903,91,141,78,248,12,28,41.8427948253,-87.7113537903,"('-87.7113537903', '41.8427948253')",7,165,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,4,0,0
1545,1728,139,355,59,82,5,41.8427948253,-87.7068622139,110,152,85,282,41,23,41.8427948253,-87.7068622139,"('-87.7068622139', '41.8427948253')",7,165,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,1,0,2,0,4,10,0,0
1546,949,84,170,22,30,0,41.8427948253,-87.7023706375,64,56,43,301,12,5,41.8427948253,-87.7023706375,"('-87.7023706375', '41.8427948253')",7,159,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,2,1,0,3,0,0
1547,113,4,16,5,3,0,41.8427948253,-87.6978790611,7,9,2,32,2,1,41.8427948253,-87.6978790611,"('-87.6978790611', '41.8427948253')",7,159,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
1548,1143,101,201,6,25,0,41.8427948253,-87.6933874847,48,48,9,408,5,4,41.8427948253,-87.6933874847,"('-87.6933874847', '41.8427948253')",7,158,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,2,12,0,0
1549,65,4,8,3,1,0,41.8427948253,-87.6888959082,7,2,3,14,4,0,41.8427948253,-87.6888959082,"('-87.6888959082', '41.8427948253')",7,158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1550,341,22,37,3,10,0,41.8427948253,-87.6844043318,12,19,9,161,6,0,41.8427948253,-87.6844043318,"('-87.6844043318', '41.8427948253')",76,158,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,5,0,0
1551,46,3,3,0,1,1,41.8427948253,-87.6799127554,6,0,1,17,4,0,41.8427948253,-87.6799127554,"('-87.6799127554', '41.8427948253')",76,158,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1552,47,7,2,0,0,0,41.8427948253,-87.675421179,2,3,0,4,22,0,41.8427948253,-87.675421179,"('-87.675421179', '41.8427948253')",76,158,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1553,1,1,0,0,0,0,41.8427948253,-87.6709296026,0,0,0,0,0,0,41.8427948253,-87.6709296026,"('-87.6709296026', '41.8427948253')",76,164,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1554,11,0,4,1,0,0,41.8427948253,-87.6664380261,1,0,0,3,0,0,41.8427948253,-87.6664380261,"('-87.6664380261', '41.8427948253')",76,164,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
1555,348,17,63,40,12,1,41.8427948253,-87.6619464497,22,8,9,68,4,1,41.8427948253,-87.6619464497,"('-87.6619464497', '41.8427948253')",83,161,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1556,614,32,109,45,21,0,41.8427948253,-87.6574548733,38,26,20,97,10,2,41.8427948253,-87.6574548733,"('-87.6574548733', '41.8427948253')",83,161,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,0,0
1557,520,26,81,52,19,1,41.8427948253,-87.6529632969,32,23,4,111,5,1,41.8427948253,-87.6529632969,"('-87.6529632969', '41.8427948253')",83,161,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,4,0,0
1558,591,30,87,42,5,0,41.8427948253,-87.6484717205,36,29,18,172,8,10,41.8427948253,-87.6484717205,"('-87.6484717205', '41.8427948253')",83,161,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0
1559,697,41,83,105,24,0,41.8427948253,-87.643980144,44,24,15,130,9,6,41.8427948253,-87.643980144,"('-87.643980144', '41.8427948253')",83,156,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1560,780,34,112,97,34,0,41.8427948253,-87.6394885676,63,20,25,168,12,5,41.8427948253,-87.6394885676,"('-87.6394885676', '41.8427948253')",83,156,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,4,0,0
1561,703,33,76,77,20,0,41.8427948253,-87.6349969912,95,7,43,173,19,4,41.8427948253,-87.6349969912,"('-87.6349969912', '41.8427948253')",8,156,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,1,0,0,0
1562,1387,128,370,35,32,1,41.8427948253,-87.6305054148,102,43,27,236,165,12,41.8427948253,-87.6305054148,"('-87.6305054148', '41.8427948253')",8,156,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0
1563,1645,152,432,17,37,3,41.8427948253,-87.6260138384,63,113,40,222,259,19,41.8427948253,-87.6260138384,"('-87.6260138384', '41.8427948253')",31,162,11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,13,1,0,6,0,0
1564,1257,68,154,40,82,0,41.8427948253,-87.6215222619,112,36,85,346,46,3,41.8427948253,-87.6215222619,"('-87.6215222619', '41.8427948253')",31,162,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,5,0,0
1565,925,31,97,25,75,0,41.8427948253,-87.6170306855,59,4,59,367,22,2,41.8427948253,-87.6170306855,"('-87.6170306855', '41.8427948253')",31,162,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,9,1,3,4,0,0
1566,52,0,3,3,0,0,41.8427948253,-87.6125391091,4,1,0,19,12,0,41.8427948253,-87.6125391091,"('-87.6125391091', '41.8427948253')",31,162,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1
1567,97,5,9,10,1,0,41.8383032489,-87.7383032489,17,3,2,32,0,1,41.8383032489,-87.7383032489,"('-87.7383032489', '41.8383032489')",7,166,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1568,1046,59,212,66,33,6,41.8383032489,-87.7338116724,90,64,37,132,15,14,41.8383032489,-87.7338116724,"('-87.7338116724', '41.8383032489')",7,166,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1569,1283,88,251,70,23,8,41.8383032489,-87.729320096,101,115,65,163,7,17,41.8383032489,-87.729320096,"('-87.729320096', '41.8383032489')",7,166,16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0
1570,1629,123,329,108,39,7,41.8383032489,-87.7248285196,111,114,93,245,18,22,41.8383032489,-87.7248285196,"('-87.7248285196', '41.8383032489')",7,166,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,1,0,1,12,0,0
1571,1106,90,213,68,38,3,41.8383032489,-87.7203369432,91,55,46,128,11,14,41.8383032489,-87.7203369432,"('-87.7203369432', '41.8383032489')",7,166,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0
1572,885,71,208,41,18,1,41.8383032489,-87.7158453668,89,38,41,95,9,18,41.8383032489,-87.7158453668,"('-87.7158453668', '41.8383032489')",7,165,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,8,0,0
1573,1243,77,293,65,28,4,41.8383032489,-87.7113537903,117,142,39,122,13,32,41.8383032489,-87.7113537903,"('-87.7113537903', '41.8383032489')",7,165,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1574,854,56,151,60,20,4,41.8383032489,-87.7068622139,74,99,24,123,9,14,41.8383032489,-87.7068622139,"('-87.7068622139', '41.8383032489')",7,165,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,7,0,0
1575,266,15,37,10,8,0,41.8383032489,-87.7023706375,34,27,11,57,4,4,41.8383032489,-87.7023706375,"('-87.7023706375', '41.8383032489')",7,159,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1576,284,6,24,8,1,0,41.8383032489,-87.6978790611,11,3,0,171,3,1,41.8383032489,-87.6978790611,"('-87.6978790611', '41.8383032489')",7,159,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
1577,225,13,53,2,6,0,41.8383032489,-87.6933874847,12,2,4,102,3,0,41.8383032489,-87.6933874847,"('-87.6933874847', '41.8383032489')",7,158,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0
1578,38,6,15,1,1,1,41.8383032489,-87.6888959082,2,1,0,7,2,1,41.8383032489,-87.6888959082,"('-87.6888959082', '41.8383032489')",7,158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1579,49,3,5,0,0,0,41.8383032489,-87.6844043318,10,6,3,7,2,0,41.8383032489,-87.6844043318,"('-87.6844043318', '41.8383032489')",76,158,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0
1580,0,0,0,0,0,0,41.8383032489,-87.6799127554,0,0,0,0,0,0,41.8383032489,-87.6799127554,"('-87.6799127554', '41.8383032489')",76,164,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1581,59,6,10,0,2,1,41.8383032489,-87.675421179,3,4,3,10,10,1,41.8383032489,-87.675421179,"('-87.675421179', '41.8383032489')",76,164,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1582,34,0,3,3,0,0,41.8383032489,-87.6709296026,2,2,0,8,2,0,41.8383032489,-87.6709296026,"('-87.6709296026', '41.8383032489')",76,164,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1583,1219,49,106,17,58,0,41.8383032489,-87.6664380261,26,35,31,729,24,5,41.8383032489,-87.6664380261,"('-87.6664380261', '41.8383032489')",76,164,35,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,1,9,2,0
1584,659,41,138,50,18,0,41.8383032489,-87.6619464497,46,26,20,114,14,2,41.8383032489,-87.6619464497,"('-87.6619464497', '41.8383032489')",83,161,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1585,839,51,146,78,33,4,41.8383032489,-87.6574548733,42,27,15,174,18,5,41.8383032489,-87.6574548733,"('-87.6574548733', '41.8383032489')",83,161,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0
1586,982,68,193,99,27,0,41.8383032489,-87.6529632969,40,45,24,199,15,5,41.8383032489,-87.6529632969,"('-87.6529632969', '41.8383032489')",83,161,10,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,2,2,1,2,1,3,4,0,0
1587,2131,203,350,95,107,2,41.8383032489,-87.6484717205,47,157,27,473,123,22,41.8383032489,-87.6484717205,"('-87.6484717205', '41.8383032489')",83,161,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,6,0,3,6,0,0
1588,1135,91,152,85,56,0,41.8383032489,-87.643980144,43,50,36,323,49,6,41.8383032489,-87.643980144,"('-87.643980144', '41.8383032489')",83,156,30,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,2,0,1,4,1,7,6,0,0
