,All Crime,Assault,Battery,Burglary,Deceptive,Homicide,Latitude,Longitude,Motor,Narcotics,Robbery,Theft,Trespassing,Weapons,lat,lon,coord,Neighborhoods,Beats,Cell Towers,waste_basket,library,grave_yard,fire_station,drinking_water,fountain,pub,bicycle_parking,pharmacy,bar,bank,bicycle_rental,bench,cafe,fuel,fast_food,school,restaurant,place_of_worship,parking,Divvy,Bike Rack,Bus Stop,L Stop,Metra
107,1457,92,284,54,95,1,42.0,-87.6709296026,50,118,45,327,46,11,42.0,-87.6709296026,"('-87.6709296026', '42.0')",48,40,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,8,9,0,0
108,1372,95,204,122,69,1,42.0,-87.6664380261,48,58,92,309,43,8,42.0,-87.6664380261,"('-87.6664380261', '42.0')",48,40,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,4,4,0,0
109,1783,92,244,83,158,0,42.0,-87.6619464497,37,77,77,625,93,2,42.0,-87.6619464497,"('-87.6619464497', '42.0')",48,40,33,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,2,0,0,5,1,12,9,2,0
110,288,4,21,5,19,0,42.0,-87.6574548733,6,24,6,106,37,0,42.0,-87.6574548733,"('-87.6574548733', '42.0')",48,40,34,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,4,0,0
111,1,0,0,0,1,0,41.9955084236,-87.9359326114,0,0,0,0,0,0,41.9955084236,-87.9359326114,"('-87.9359326114', '41.9955084236')",24,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,0,0,0,0,0,0,41.9955084236,-87.931441035,0,0,0,0,0,0,41.9955084236,-87.931441035,"('-87.931441035', '41.9955084236')",24,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,1,0,0,0,0,0,41.9955084236,-87.9269494585,0,0,0,1,0,0,41.9955084236,-87.9269494585,"('-87.9269494585', '41.9955084236')",24,39,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
114,3,0,0,0,0,0,41.9955084236,-87.9224578821,0,0,0,3,0,0,41.9955084236,-87.9224578821,"('-87.9224578821', '41.9955084236')",24,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
115,5,0,0,0,0,0,41.9955084236,-87.9179663057,0,0,0,3,0,0,41.9955084236,-87.9179663057,"('-87.9179663057', '41.9955084236')",24,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,25,0,1,0,2,0,41.9955084236,-87.9134747293,1,0,0,10,0,0,41.9955084236,-87.9134747293,"('-87.9134747293', '41.9955084236')",24,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
117,0,0,0,0,0,0,41.9955084236,-87.9089831528,0,0,0,0,0,0,41.9955084236,-87.9089831528,"('-87.9089831528', '41.9955084236')",24,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,0,0,0,0,0,0,41.9955084236,-87.9044915764,0,0,0,0,0,0,41.9955084236,-87.9044915764,"('-87.9044915764', '41.9955084236')",24,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,41.9955084236,-87.9,0,0,0,0,0,0,41.9955084236,-87.9,"('-87.9', '41.9955084236')",24,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1,0,0,0,1,0,41.9955084236,-87.8955084236,0,0,0,0,0,0,41.9955084236,-87.8955084236,"('-87.8955084236', '41.9955084236')",24,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,1,0,0,0,0,0,41.9955084236,-87.8910168472,0,0,0,0,0,0,41.9955084236,-87.8910168472,"('-87.8910168472', '41.9955084236')",24,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,33,0,1,0,9,0,41.9955084236,-87.8865252707,8,1,0,7,1,0,41.9955084236,-87.8865252707,"('-87.8865252707', '41.9955084236')",24,39,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
123,112,4,8,7,17,0,41.9955084236,-87.8191516244,3,0,0,27,4,0,41.9955084236,-87.8191516244,"('-87.8191516244', '41.9955084236')",57,44,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
124,142,8,21,9,18,0,41.9955084236,-87.814660048,3,1,0,28,8,0,41.9955084236,-87.814660048,"('-87.814660048', '41.9955084236')",57,44,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0
125,174,14,19,18,15,0,41.9955084236,-87.8101684716,4,1,0,50,6,1,41.9955084236,-87.8101684716,"('-87.8101684716', '41.9955084236')",73,44,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
126,226,17,33,18,27,0,41.9955084236,-87.8056768952,7,5,2,47,8,0,41.9955084236,-87.8056768952,"('-87.8056768952', '41.9955084236')",57,44,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,4,6,0,0
127,155,6,16,12,20,0,41.9955084236,-87.8011853188,9,4,5,34,4,1,41.9955084236,-87.8011853188,"('-87.8011853188', '41.9955084236')",57,33,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,4,0,0
128,152,8,26,18,10,0,41.9955084236,-87.7966937423,3,0,0,20,4,0,41.9955084236,-87.7966937423,"('-87.7966937423', '41.9955084236')",57,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0
129,217,19,45,16,11,0,41.9955084236,-87.7922021659,5,1,0,38,1,3,41.9955084236,-87.7922021659,"('-87.7922021659', '41.9955084236')",57,33,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
130,609,38,74,35,63,0,41.9955084236,-87.7877105895,15,12,11,216,15,0,41.9955084236,-87.7877105895,"('-87.7877105895', '41.9955084236')",57,33,49,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,8,6,0,0
131,234,18,40,20,13,0,41.9955084236,-87.7832190131,5,5,2,45,3,3,41.9955084236,-87.7832190131,"('-87.7832190131', '41.9955084236')",57,33,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
132,21,2,1,4,1,0,41.9955084236,-87.7787274367,1,0,1,5,0,0,41.9955084236,-87.7787274367,"('-87.7787274367', '41.9955084236')",49,33,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,2,1,0,0,1,0,41.9955084236,-87.7742358602,0,0,0,0,0,0,41.9955084236,-87.7742358602,"('-87.7742358602', '41.9955084236')",49,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,15,0,1,5,1,0,41.9955084236,-87.7697442838,0,0,0,7,0,0,41.9955084236,-87.7697442838,"('-87.7697442838', '41.9955084236')",50,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,155,8,20,19,18,0,41.9955084236,-87.7652527074,6,2,2,46,4,0,41.9955084236,-87.7652527074,"('-87.7652527074', '41.9955084236')",50,37,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,9,8,0,1
136,143,8,13,36,18,0,41.9955084236,-87.760761131,5,3,0,34,1,0,41.9955084236,-87.760761131,"('-87.760761131', '41.9955084236')",50,37,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,4,0,0
137,120,5,13,25,12,0,41.9955084236,-87.7562695545,2,1,1,29,7,0,41.9955084236,-87.7562695545,"('-87.7562695545', '41.9955084236')",50,37,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
138,116,3,19,10,10,0,41.9955084236,-87.7517779781,2,1,0,47,4,0,41.9955084236,-87.7517779781,"('-87.7517779781', '41.9955084236')",50,37,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,167,7,18,36,5,0,41.9955084236,-87.7472864017,8,0,2,48,0,0,41.9955084236,-87.7472864017,"('-87.7472864017', '41.9955084236')",50,52,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
140,72,2,2,9,7,0,41.9955084236,-87.7427948253,4,5,0,25,1,0,41.9955084236,-87.7427948253,"('-87.7427948253', '41.9955084236')",50,52,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
141,119,4,12,21,11,1,41.9955084236,-87.7383032489,5,1,0,34,3,1,41.9955084236,-87.7383032489,"('-87.7383032489', '41.9955084236')",50,52,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,125,6,15,39,6,0,41.9955084236,-87.7338116724,3,1,0,34,3,0,41.9955084236,-87.7338116724,"('-87.7338116724', '41.9955084236')",50,52,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,173,14,20,23,18,0,41.9955084236,-87.729320096,7,1,3,35,3,1,41.9955084236,-87.729320096,"('-87.729320096', '41.9955084236')",50,52,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
144,225,5,21,24,13,0,41.9955084236,-87.7248285196,12,1,2,69,6,0,41.9955084236,-87.7248285196,"('-87.7248285196', '41.9955084236')",51,52,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
145,210,6,11,39,13,0,41.9955084236,-87.7203369432,12,1,3,70,13,0,41.9955084236,-87.7203369432,"('-87.7203369432', '41.9955084236')",51,52,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,6,0,0,0,0,0
146,697,22,75,36,32,0,41.9955084236,-87.7158453668,23,13,15,397,7,2,41.9955084236,-87.7158453668,"('-87.7158453668', '41.9955084236')",51,52,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,3,12,0,0,4,0,0
147,477,18,49,35,67,0,41.9955084236,-87.7113537903,10,8,16,187,6,0,41.9955084236,-87.7113537903,"('-87.7113537903', '41.9955084236')",51,52,26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,8,0,2,7,0,0
148,601,36,109,77,35,2,41.9955084236,-87.7068622139,19,30,19,106,21,5,41.9955084236,-87.7068622139,"('-87.7068622139', '41.9955084236')",55,51,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,6,0,3,4,0,0
149,1436,87,264,140,70,2,41.9955084236,-87.7023706375,68,45,46,341,27,7,41.9955084236,-87.7023706375,"('-87.7023706375', '41.9955084236')",55,51,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,0,0,3,0,0
150,1641,85,234,128,119,0,41.9955084236,-87.6978790611,86,92,88,398,34,12,41.9955084236,-87.6978790611,"('-87.6978790611', '41.9955084236')",55,51,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,10,0,0
151,1007,53,169,100,49,1,41.9955084236,-87.6933874847,56,45,58,244,16,5,41.9955084236,-87.6933874847,"('-87.6933874847', '41.9955084236')",55,51,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0
152,2169,164,416,156,116,3,41.9955084236,-87.6888959082,75,210,87,429,51,15,41.9955084236,-87.6888959082,"('-87.6888959082', '41.9955084236')",55,51,38,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,4,0,0,1,1,7,0,0
153,1295,82,231,93,44,3,41.9955084236,-87.6844043318,76,45,61,261,24,9,41.9955084236,-87.6844043318,"('-87.6844043318', '41.9955084236')",55,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,3,2,0,0
154,273,15,48,19,13,0,41.9955084236,-87.6799127554,15,15,19,58,5,2,41.9955084236,-87.6799127554,"('-87.6799127554', '41.9955084236')",55,51,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0
155,747,51,115,69,27,0,41.9955084236,-87.675421179,37,31,16,167,12,7,41.9955084236,-87.675421179,"('-87.675421179', '41.9955084236')",55,49,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,5,0,0,0
156,847,48,150,44,63,0,41.9955084236,-87.6709296026,43,31,27,223,25,4,41.9955084236,-87.6709296026,"('-87.6709296026', '41.9955084236')",33,49,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,2,4,0,0
157,584,25,63,83,32,1,41.9955084236,-87.6664380261,28,4,34,161,14,1,41.9955084236,-87.6664380261,"('-87.6664380261', '41.9955084236')",33,49,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0
158,1455,85,200,111,94,2,41.9955084236,-87.6619464497,59,50,61,474,65,7,41.9955084236,-87.6619464497,"('-87.6619464497', '41.9955084236')",33,49,27,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,3,0,3,2,3,1,8,4,0,0
159,2030,116,386,104,147,3,41.9955084236,-87.6574548733,59,73,92,529,66,5,41.9955084236,-87.6574548733,"('-87.6574548733', '41.9955084236')",33,49,50,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,4,0,9,0,4,4,2,0
160,0,0,0,0,0,0,41.9910168472,-87.9359326114,0,0,0,0,0,0,41.9910168472,-87.9359326114,"('-87.9359326114', '41.9910168472')",24,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,0,0,0,0,0,0,41.9910168472,-87.931441035,0,0,0,0,0,0,41.9910168472,-87.931441035,"('-87.931441035', '41.9910168472')",24,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,49,5,4,0,0,0,41.9910168472,-87.9269494585,1,0,1,17,0,0,41.9910168472,-87.9269494585,"('-87.9269494585', '41.9910168472')",24,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
163,13,0,0,0,0,0,41.9910168472,-87.9224578821,0,1,0,6,0,0,41.9910168472,-87.9224578821,"('-87.9224578821', '41.9910168472')",24,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,6,0,2,0,0,0,41.9910168472,-87.9179663057,0,0,0,1,0,0,41.9910168472,-87.9179663057,"('-87.9179663057', '41.9910168472')",24,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,0,0,0,0,0,0,41.9910168472,-87.9134747293,0,0,0,0,0,0,41.9910168472,-87.9134747293,"('-87.9134747293', '41.9910168472')",24,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
166,0,0,0,0,0,0,41.9910168472,-87.9089831528,0,0,0,0,0,0,41.9910168472,-87.9089831528,"('-87.9089831528', '41.9910168472')",24,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,0,0,0,0,0,0,41.9910168472,-87.9044915764,0,0,0,0,0,0,41.9910168472,-87.9044915764,"('-87.9044915764', '41.9910168472')",24,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,0,0,0,0,0,0,41.9910168472,-87.9,0,0,0,0,0,0,41.9910168472,-87.9,"('-87.9', '41.9910168472')",24,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,0,0,0,0,0,0,41.9910168472,-87.8955084236,0,0,0,0,0,0,41.9910168472,-87.8955084236,"('-87.8955084236', '41.9910168472')",24,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,1,0,0,0,0,0,41.9910168472,-87.8910168472,0,0,0,0,0,0,41.9910168472,-87.8910168472,"('-87.8910168472', '41.9910168472')",24,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,14,1,1,0,1,0,41.9910168472,-87.8865252707,2,0,0,8,0,0,41.9910168472,-87.8865252707,"('-87.8865252707', '41.9910168472')",24,39,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
172,16,1,0,0,0,0,41.9910168472,-87.8820336943,1,0,0,7,1,0,41.9910168472,-87.8820336943,"('-87.8820336943', '41.9910168472')",24,39,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
173,89,2,9,6,24,0,41.9910168472,-87.8191516244,0,1,0,32,6,0,41.9910168472,-87.8191516244,"('-87.8191516244', '41.9910168472')",57,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
174,48,0,5,1,1,0,41.9910168472,-87.814660048,2,3,0,15,4,0,41.9910168472,-87.814660048,"('-87.814660048', '41.9910168472')",57,44,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,0,0
175,165,10,11,14,21,0,41.9910168472,-87.8101684716,5,2,1,62,6,0,41.9910168472,-87.8101684716,"('-87.8101684716', '41.9910168472')",57,44,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,162,10,31,16,17,0,41.9910168472,-87.8056768952,3,4,1,37,3,1,41.9910168472,-87.8056768952,"('-87.8056768952', '41.9910168472')",57,44,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0
177,151,2,11,13,32,0,41.9910168472,-87.8011853188,0,3,0,33,11,0,41.9910168472,-87.8011853188,"('-87.8011853188', '41.9910168472')",57,44,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,3,1,0,1
178,208,13,22,18,22,0,41.9910168472,-87.7966937423,8,2,2,62,6,0,41.9910168472,-87.7966937423,"('-87.7966937423', '41.9910168472')",57,33,23,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0
179,198,7,26,10,18,0,41.9910168472,-87.7922021659,9,1,0,50,8,0,41.9910168472,-87.7922021659,"('-87.7922021659', '41.9910168472')",57,33,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
180,242,7,26,19,17,0,41.9910168472,-87.7877105895,14,3,1,62,5,1,41.9910168472,-87.7877105895,"('-87.7877105895', '41.9910168472')",57,33,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
181,361,19,54,25,21,0,41.9910168472,-87.7832190131,8,6,7,79,8,3,41.9910168472,-87.7832190131,"('-87.7832190131', '41.9910168472')",57,33,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0
182,363,23,54,27,27,0,41.9910168472,-87.7787274367,15,6,4,78,5,1,41.9910168472,-87.7787274367,"('-87.7787274367', '41.9910168472')",57,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
183,148,3,14,12,12,0,41.9910168472,-87.7742358602,7,1,0,36,7,0,41.9910168472,-87.7742358602,"('-87.7742358602', '41.9910168472')",49,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,0,0,0,0,0,0,41.9910168472,-87.7697442838,0,0,0,0,0,0,41.9910168472,-87.7697442838,"('-87.7697442838', '41.9910168472')",50,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
185,11,1,2,0,0,0,41.9910168472,-87.7652527074,0,2,0,5,0,0,41.9910168472,-87.7652527074,"('-87.7652527074', '41.9910168472')",50,37,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0
186,0,0,0,0,0,0,41.9910168472,-87.760761131,0,0,0,0,0,0,41.9910168472,-87.760761131,"('-87.760761131', '41.9910168472')",50,37,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,91,4,7,12,11,0,41.9910168472,-87.7562695545,4,2,0,19,2,0,41.9910168472,-87.7562695545,"('-87.7562695545', '41.9910168472')",50,37,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
188,32,1,4,4,2,0,41.9910168472,-87.7517779781,1,2,0,9,1,0,41.9910168472,-87.7517779781,"('-87.7517779781', '41.9910168472')",50,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
189,421,20,26,34,39,0,41.9910168472,-87.7472864017,9,16,3,191,6,0,41.9910168472,-87.7472864017,"('-87.7472864017', '41.9910168472')",50,52,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,10,0,0
190,148,5,15,18,8,0,41.9910168472,-87.7427948253,8,1,1,47,6,0,41.9910168472,-87.7427948253,"('-87.7427948253', '41.9910168472')",50,52,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0
191,154,6,9,26,14,0,41.9910168472,-87.7383032489,8,2,1,42,11,0,41.9910168472,-87.7383032489,"('-87.7383032489', '41.9910168472')",50,52,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
192,223,12,16,36,25,0,41.9910168472,-87.7338116724,12,8,4,55,5,1,41.9910168472,-87.7338116724,"('-87.7338116724', '41.9910168472')",50,52,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0
193,210,17,23,22,14,0,41.9910168472,-87.729320096,6,9,4,54,5,0,41.9910168472,-87.729320096,"('-87.729320096', '41.9910168472')",51,52,21,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,3,0,0
194,135,4,21,15,3,0,41.9910168472,-87.7248285196,3,26,0,22,3,14,41.9910168472,-87.7248285196,"('-87.7248285196', '41.9910168472')",51,52,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
195,204,6,17,32,14,0,41.9910168472,-87.7203369432,9,2,5,70,8,0,41.9910168472,-87.7203369432,"('-87.7203369432', '41.9910168472')",51,52,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0
196,458,17,25,97,31,0,41.9910168472,-87.7158453668,30,14,8,107,14,1,41.9910168472,-87.7158453668,"('-87.7158453668', '41.9910168472')",51,52,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,8,0,0
197,550,26,86,35,21,2,41.9910168472,-87.7113537903,13,34,20,163,17,7,41.9910168472,-87.7113537903,"('-87.7113537903', '41.9910168472')",51,52,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,4,0,0
198,687,39,95,36,58,0,41.9910168472,-87.7068622139,27,64,18,167,17,4,41.9910168472,-87.7068622139,"('-87.7068622139', '41.9910168472')",55,51,19,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,8,0,0,10,0,0
199,739,46,146,58,41,0,41.9910168472,-87.7023706375,50,37,16,126,16,9,41.9910168472,-87.7023706375,"('-87.7023706375', '41.9910168472')",55,51,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,3,4,0,0
200,1296,80,300,78,53,1,41.9910168472,-87.6978790611,60,96,43,200,24,13,41.9910168472,-87.6978790611,"('-87.6978790611', '41.9910168472')",55,51,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,3,8,0,0
201,846,45,151,75,40,1,41.9910168472,-87.6933874847,52,66,26,148,15,2,41.9910168472,-87.6933874847,"('-87.6933874847', '41.9910168472')",55,51,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,4,0,0
202,1067,68,154,74,59,0,41.9910168472,-87.6888959082,74,78,38,256,18,7,41.9910168472,-87.6888959082,"('-87.6888959082', '41.9910168472')",55,51,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
203,702,42,87,15,46,0,41.9910168472,-87.6844043318,13,27,19,342,19,4,41.9910168472,-87.6844043318,"('-87.6844043318', '41.9910168472')",55,51,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0
204,766,50,141,45,40,1,41.9910168472,-87.6799127554,32,31,55,137,15,10,41.9910168472,-87.6799127554,"('-87.6799127554', '41.9910168472')",55,51,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0
205,628,51,108,39,41,0,41.9910168472,-87.675421179,34,31,23,132,22,3,41.9910168472,-87.675421179,"('-87.675421179', '41.9910168472')",55,51,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,4,0,0
206,664,37,117,52,54,2,41.9910168472,-87.6709296026,37,33,13,153,8,5,41.9910168472,-87.6709296026,"('-87.6709296026', '41.9910168472')",33,49,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,3,10,0,0
207,954,88,236,51,35,0,41.9910168472,-87.6664380261,34,75,26,207,27,5,41.9910168472,-87.6664380261,"('-87.6664380261', '41.9910168472')",33,49,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
208,1551,69,115,82,81,2,41.9910168472,-87.6619464497,47,54,45,808,47,7,41.9910168472,-87.6619464497,"('-87.6619464497', '41.9910168472')",33,49,30,0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,1,0,1,1,3,1,10,6,0,0
209,2496,170,542,125,147,1,41.9910168472,-87.6574548733,79,158,77,504,81,29,41.9910168472,-87.6574548733,"('-87.6574548733', '41.9910168472')",33,49,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,5,4,2,0
210,0,0,0,0,0,0,41.9865252707,-87.9359326114,0,0,0,0,0,0,41.9865252707,-87.9359326114,"('-87.9359326114', '41.9865252707')",24,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0,0,0,0,0,0,41.9865252707,-87.931441035,0,0,0,0,0,0,41.9865252707,-87.931441035,"('-87.931441035', '41.9865252707')",24,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
