,RackID,Address,Ward,Community Area,Community Name,TotInstall,Latitude,Longitude,Historical,F12,F13,LOCATION
1494,1384,2021 W 35th St,11,59,McKinley Park,2,41.830241,-87.67614,1,41.830241,-87.67614,"(41.830241, -87.676140)"
1495,390,2021 W Chicago Ave,1,24,West Town,3,41.895797,-87.677742,0,41.895797,-87.677742,"(41.895797, -87.677742)"
1496,5164,2022 W Cermak Rd,25,31,Lower West Side,2,41.852303,-87.67655,1,41.852303,-87.67655,"(41.852303, -87.676550)"
1497,3777,2022 W Roscoe St,32,5,North Center,2,41.94333,-87.679313,1,41.94333,-87.679313,"(41.943330, -87.679313)"
1498,6557,2022 W Washington Blvd,2,28,Near West Side,1,41.883283,-87.677376,0,41.883283,-87.677376,"(41.883283, -87.677376)"
1499,2,2024 S Western Ave,25,31,Lower West Side,1,41.854533,-87.685871,0,41.854533,-87.685871,"(41.854533, -87.685871)"
1500,5358,2025 W North Ave,1,24,West Town,2,41.910343,-87.678038,1,41.910343,-87.678038,"(41.910343, -87.678038)"
1501,3780,2025 W Roscoe St,32,5,North Center,2,41.94306,-87.67937,1,41.94306,-87.67937,"(41.943060, -87.679370)"
1502,4279,2026 W Webster Ave,32,22,Logan Square,1,41.92151,-87.678774,1,41.92151,-87.678774,"(41.921510, -87.678774)"
1503,3535,2028 W Montrose Ave,47,4,Lincoln Square,1,41.9616,-87.680183,1,41.9616,-87.680183,"(41.961600, -87.680183)"
1504,3225,203 N LaSalle St,42,32,Loop,3,41.885856,-87.632338,1,41.885856,-87.632338,"(41.885856, -87.632338)"
1505,4419,203 N LaSalle St,42,32,Loop,2,41.885856,-87.632338,1,41.885856,-87.632338,"(41.885856, -87.632338)"
1506,6253,2030 S Halsted St,25,31,Lower West Side,1,41.85453,-87.646652,1,41.85453,-87.646652,"(41.854530, -87.646652)"
1507,662,2030 W Chicago Ave,32,24,West Town,1,41.896062,-87.677949,0,41.896062,-87.677949,"(41.896062, -87.677949)"
1508,789,2030 W North Ave,32,24,West Town,1,41.910573,-87.678391,0,41.910573,-87.678391,"(41.910573, -87.678391)"
1509,5195,2030 W Taylor St,2,28,Near West Side,2,41.869152,-87.677177,1,41.869152,-87.677177,"(41.869152, -87.677177)"
1510,5199,2030 W Taylor St,2,28,Near West Side,1,41.869152,-87.677177,1,41.869152,-87.677177,"(41.869152, -87.677177)"
1511,3775,2032 W Roscoe St,32,5,North Center,2,41.943285,-87.679822,1,41.943285,-87.679822,"(41.943285, -87.679822)"
1512,7133,2034 W Irving Park Rd,47,5,North Center,1,41.954242,-87.680136,0,41.954242,-87.680136,"(41.954242, -87.680136)"
1513,4367,2035 N Mobile Ave,29,19,Belmont Cragin,3,41.916967,-87.782607,1,41.916967,-87.782607,"(41.916967, -87.782607)"
1514,577,2035 N Western Ave,32,22,Logan Square,1,41.91854,-87.687373,0,41.91854,-87.687373,"(41.918540, -87.687373)"
1515,5991,2035 W Taylor St,2,28,Near West Side,2,41.869003,-87.677209,1,41.869003,-87.677209,"(41.869003, -87.677209)"
1516,2105,2036 N Avers Ave,30,22,Logan Square,2,41.917925,-87.723064,1,41.917925,-87.723064,"(41.917925, -87.723064)"
1517,2450,2037 N Clybourn Ave,43,7,Lincoln Park,1,41.918607,-87.659986,1,41.918607,-87.659986,"(41.918607, -87.659986)"
1518,6912,2039 N Western Ave,32,22,Logan Square,1,41.918723,-87.68727,0,41.918723,-87.68727,"(41.918723, -87.687270)"
1519,5228,2039 W Belle Plaine Ave,47,5,North Center,1,41.955833,-87.68026,1,41.955833,-87.68026,"(41.955833, -87.680260)"
1520,4552,2040 W 62nd St,15,67,West Englewood,2,41.781264,-87.675346,1,41.781264,-87.675346,"(41.781264, -87.675346)"
1521,1981,2040 W Adams St,2,28,Near West Side,2,41.878848,-87.67808,1,41.878848,-87.67808,"(41.878848, -87.678080)"
1522,1124,2043 W Roscoe St,32,5,North Center,2,41.943053,-87.679955,0,41.943053,-87.679955,"(41.943053, -87.679955)"
1523,1484,2044 E 71st St,5,43,South Shore,2,41.766366,-87.575287,1,41.766366,-87.575287,"(41.766366, -87.575287)"
1524,1486,2044 E 71st St,5,43,South Shore,2,41.766366,-87.575287,1,41.766366,-87.575287,"(41.766366, -87.575287)"
1525,1212,2044 N Damen Ave,32,22,Logan Square,1,41.919056,-87.67785,0,41.919056,-87.67785,"(41.919056, -87.677850)"
1526,5955,2045 N Damen Ave,32,22,Logan Square,1,41.918924,-87.677483,1,41.918924,-87.677483,"(41.918924, -87.677483)"
1527,3311,2045 N Lincoln Park West W,43,7,Lincoln Park,1,41.919759,-87.636172,1,41.919759,-87.636172,"(41.919759, -87.636172)"
1528,3669,2045 W Pratt Blvd,50,2,West Ridge,2,42.005158,-87.681339,1,42.005158,-87.681339,"(42.005158, -87.681339)"
1529,4041,2045 W Washington Blvd,2,28,Near West Side,2,41.883007,-87.677797,1,41.883007,-87.677797,"(41.883007, -87.677797)"
1530,5354,2048 W Armitage Ave,32,22,Logan Square,1,41.917875,-87.678833,1,41.917875,-87.678833,"(41.917875, -87.678833)"
1531,1251,2048 W Division St,1,24,West Town,1,41.903287,-87.678518,0,41.903287,-87.678518,"(41.903287, -87.678518)"
1532,444,205 N Michigan Ave,42,32,Loop,1,41.88587,-87.624404,0,41.88587,-87.624404,"(41.885870, -87.624404)"
1533,2610,2050 W Division St,1,24,West Town,1,41.903286,-87.678557,1,41.903286,-87.678557,"(41.903286, -87.678557)"
1534,3649,2050 W Peterson Ave,40,2,West Ridge,2,41.990791,-87.681255,1,41.990791,-87.681255,"(41.990791, -87.681255)"
1535,3776,2054 W Roscoe St,32,5,North Center,2,41.943321,-87.680124,1,41.943321,-87.680124,"(41.943321, -87.680124)"
1536,3092,2055 S Keeler Ave,24,29,North Lawndale,1,41.853832,-87.729502,1,41.853832,-87.729502,"(41.853832, -87.729502)"
1537,5474,2055 W Lawrence Ave,47,4,Lincoln Square,1,41.968582,-87.68136,1,41.968582,-87.68136,"(41.968582, -87.681360)"
1538,2516,2056 N Damen Ave,32,22,Logan Square,1,41.919353,-87.677722,1,41.919353,-87.677722,"(41.919353, -87.677722)"
1539,4278,2056 N Damen Ave,32,22,Logan Square,1,41.919353,-87.677722,1,41.919353,-87.677722,"(41.919353, -87.677722)"
1540,186,2056 W Division St,1,24,West Town,2,41.903283,-87.678622,0,41.903283,-87.678622,"(41.903283, -87.678622)"
1541,3246,2056 W Lawrence Ave,47,4,Lincoln Square,1,41.968857,-87.681112,1,41.968857,-87.681112,"(41.968857, -87.681112)"
1542,492,2057 W North Ave,1,24,West Town,2,41.910301,-87.678888,0,41.910301,-87.678888,"(41.910301, -87.678888)"
1543,2445,2058 N Cleveland Ave,43,7,Lincoln Park,2,41.919319,-87.64144,1,41.919319,-87.64144,"(41.919319, -87.641440)"
1544,4285,2058 W Chicago Ave,32,24,West Town,1,41.896049,-87.678499,1,41.896049,-87.678499,"(41.896049, -87.678499)"
1545,6189,2060 N Cleveland Ave,43,7,Lincoln Park,2,41.919348,-87.641442,1,41.919348,-87.641442,"(41.919348, -87.641442)"
1546,6437,2068 N Western Ave,1,22,Logan Square,1,41.919553,-87.687635,0,41.919553,-87.687635,"(41.919553, -87.687635)"
1547,3263,2074 N Leavitt St,32,22,Logan Square,3,41.919543,-87.682764,1,41.919543,-87.682764,"(41.919543, -87.682764)"
1548,970,208 S LaSalle St,42,32,Loop,1,41.879235,-87.632319,0,41.879235,-87.632319,"(41.879235, -87.632319)"
1549,3223,208 S LaSalle St,42,32,Loop,2,41.879235,-87.632319,1,41.879235,-87.632319,"(41.879235, -87.632319)"
1550,247,209 S LaSalle St,42,32,Loop,4,41.879235,-87.632199,0,41.879235,-87.632199,"(41.879235, -87.632199)"
1551,3222,209 S LaSalle St,42,32,Loop,2,41.879265,-87.63208,1,41.879265,-87.63208,"(41.879265, -87.632080)"
1552,4425,209 S LaSalle St,42,32,Loop,3,41.879235,-87.632199,1,41.879235,-87.632199,"(41.879235, -87.632199)"
1553,3978,209 S Wabash Ave,42,32,Loop,2,41.879303,-87.625901,1,41.879303,-87.625901,"(41.879303, -87.625901)"
1554,4565,209 W 79th St,17,44,Chatham,1,41.750712,-87.629888,1,41.750712,-87.629888,"(41.750712, -87.629888)"
1555,1455,21 E 63rd St,20,69,Greater Grand Crossing,2,41.779888,-87.624649,1,41.779888,-87.624649,"(41.779888, -87.624649)"
1556,4680,21 E Bellevue Pl,42,8,Near North Side,2,41.901443,-87.627462,1,41.901443,-87.627462,"(41.901443, -87.627462)"
1557,4021,21 N Wacker Dr,42,32,Loop,1,41.882502,-87.636702,1,41.882502,-87.636702,"(41.882502, -87.636702)"
1558,5447,210 S Clark St,42,32,Loop,1,41.879069,-87.630914,1,41.879069,-87.630914,"(41.879069, -87.630914)"
1559,3324,210 S Loomis St,2,28,Near West Side,2,41.878755,-87.66211,1,41.878755,-87.66211,"(41.878755, -87.662110)"
1560,1492,2100 E 71st St,5,43,South Shore,1,41.766325,-87.573702,1,41.766325,-87.573702,"(41.766325, -87.573702)"
1561,1533,2100 E 87th St,8,45,Avalon Park,2,41.73715,-87.57319,1,41.73715,-87.57319,"(41.737150, -87.573190)"
1562,1534,2100 E 87th St,8,45,Avalon Park,3,41.73715,-87.57319,1,41.73715,-87.57319,"(41.737150, -87.573190)"
1563,4487,2100 E 87th St,8,45,Avalon Park,6,41.73715,-87.57319,1,41.73715,-87.57319,"(41.737150, -87.573190)"
1564,4902,2100 N California Ave,35,22,Logan Square,1,41.919727,-87.697402,1,41.919727,-87.697402,"(41.919727, -87.697402)"
1565,4821,2100 N Halsted St,43,7,Lincoln Park,1,41.920167,-87.648758,1,41.920167,-87.648758,"(41.920167, -87.648758)"
1566,6079,2100 N Lincoln Ave,43,7,Lincoln Park,1,41.9202,-87.641706,1,41.9202,-87.641706,"(41.920200, -87.641706)"
1567,4277,2100 N Sheffield Ave,32,7,Lincoln Park,2,41.920052,-87.65353,1,41.920052,-87.65353,"(41.920052, -87.653530)"
1568,3877,2100 N Southport Ave,32,7,Lincoln Park,3,41.919933,-87.663259,1,41.919933,-87.663259,"(41.919933, -87.663259)"
1569,3091,2100 S Keeler Ave,24,29,North Lawndale,1,41.853295,-87.729786,1,41.853295,-87.729786,"(41.853295, -87.729786)"
1570,6701,2100 S Marshall Blvd,24,30,South Lawndale,1,41.853535,-87.699305,0,41.853535,-87.699305,"(41.853535, -87.699305)"
1571,5243,2100 W 95th St,19,72,Beverly,1,41.721188,-87.67495,1,41.721188,-87.67495,"(41.721188, -87.674950)"
1572,6179,2100 W Belmont Ave,32,5,North Center,2,41.93968,-87.681054,1,41.93968,-87.681054,"(41.939680, -87.681054)"
1573,4713,2100 W Cullerton St,25,31,Lower West Side,1,41.855022,-87.678625,1,41.855022,-87.678625,"(41.855022, -87.678625)"
1574,5236,2100 W Irving Park Rd,47,5,North Center,1,41.954201,-87.681326,1,41.954201,-87.681326,"(41.954201, -87.681326)"
1575,412,2100 W North Ave,32,24,West Town,2,41.910559,-87.680222,0,41.910559,-87.680222,"(41.910559, -87.680222)"
1576,6356,2101 N Hoyne Ave,32,22,Logan Square,2,41.920092,-87.680056,1,41.920092,-87.680056,"(41.920092, -87.680056)"
1577,3878,2101 N Southport Ave,43,7,Lincoln Park,1,41.91995,-87.662998,1,41.91995,-87.662998,"(41.919950, -87.662998)"
1578,4295,2101 W Chicago Ave,1,24,West Town,1,41.895751,-87.679767,1,41.895751,-87.679767,"(41.895751, -87.679767)"
1579,3918,2101 W Superior St,1,24,West Town,1,41.894821,-87.67973,1,41.894821,-87.67973,"(41.894821, -87.679730)"
1580,3607,2102 W Ogden Ave,25,28,Near West Side,1,41.870611,-87.679221,1,41.870611,-87.679221,"(41.870611, -87.679221)"
1581,4362,2103 N Lamon Ave,31,19,Belmont Cragin,2,41.918876,-87.748436,1,41.918876,-87.748436,"(41.918876, -87.748436)"
1582,752,2103 N Western Ave,32,22,Logan Square,1,41.920102,-87.687351,0,41.920102,-87.687351,"(41.920102, -87.687351)"
1583,691,2105 N California Ave,1,22,Logan Square,1,41.919825,-87.697085,0,41.919825,-87.697085,"(41.919825, -87.697085)"
1584,566,2105 S State St,3,33,Near South Side,2,41.854104,-87.626971,0,41.854104,-87.626971,"(41.854104, -87.626971)"
1585,1061,2107 N Western Ave,32,22,Logan Square,2,41.92018,-87.687301,0,41.92018,-87.687301,"(41.920180, -87.687301)"
1586,3511,2107 W Monroe St,2,28,Near West Side,1,41.879836,-87.679424,1,41.879836,-87.679424,"(41.879836, -87.679424)"
1587,6307,2108 N Damen Ave,32,22,Logan Square,1,41.919827,-87.677871,1,41.919827,-87.677871,"(41.919827, -87.677871)"
1588,6365,2108 W Walnut St,27,28,Near West Side,2,41.885948,-87.679626,1,41.885948,-87.679626,"(41.885948, -87.679626)"
1589,7106,2109 W Chicago Ave,1,24,West Town,1,41.895749,-87.679923,0,41.895749,-87.679923,"(41.895749, -87.679923)"
1590,2318,211 E Chicago Ave,42,8,Near North Side,1,41.89665,-87.622085,1,41.89665,-87.622085,"(41.896650, -87.622085)"
1591,6165,211 E Chicago Ave,42,8,Near North Side,1,41.89665,-87.622085,1,41.89665,-87.622085,"(41.896650, -87.622085)"
1592,6315,211 E Chicago Ave,42,8,Near North Side,2,41.89665,-87.622085,1,41.89665,-87.622085,"(41.896650, -87.622085)"
1593,2373,211 N Clark St,42,32,Loop,1,41.885892,-87.630821,1,41.885892,-87.630821,"(41.885892, -87.630821)"
1594,954,211 N Stetson Ave,42,32,Loop,1,41.885954,-87.622122,0,41.885954,-87.622122,"(41.885954, -87.622122)"
1595,2667,211 S Franklin St,2,32,Loop,1,41.879198,-87.635043,1,41.879198,-87.635043,"(41.879198, -87.635043)"
1596,3141,211 S Laflin St,2,28,Near West Side,3,41.878703,-87.66421,1,41.878703,-87.66421,"(41.878703, -87.664210)"
1597,4337,211 S Laflin St,2,28,Near West Side,4,41.878703,-87.66421,1,41.878703,-87.66421,"(41.878703, -87.664210)"
1598,4574,211 W 79th St,17,44,Chatham,1,41.750712,-87.629949,1,41.750712,-87.629949,"(41.750712, -87.629949)"
1599,6511,211 W Adams St,2,32,Loop,18,41.879262,-87.634032,0,41.879262,-87.634032,"(41.879262, -87.634032)"
1600,4016,211 W Wacker Dr,42,32,Loop,2,41.886589,-87.634168,1,41.886589,-87.634168,"(41.886589, -87.634168)"
1601,5837,2110 E 72nd St,5,43,South Shore,1,41.763562,-87.574219,1,41.763562,-87.574219,"(41.763562, -87.574219)"
1602,5131,2111 N Halsted St,43,7,Lincoln Park,1,41.920317,-87.648403,1,41.920317,-87.648403,"(41.920317, -87.648403)"
1603,5136,2111 N Halsted St,43,7,Lincoln Park,1,41.920317,-87.648403,1,41.920317,-87.648403,"(41.920317, -87.648403)"
1604,4416,2111 W Estes Ave,50,2,West Ridge,4,42.011057,-87.683999,1,42.011057,-87.683999,"(42.011057, -87.683999)"
1605,1353,2114 W 22nd Pl,25,31,Lower West Side,1,41.851356,-87.6788,1,41.851356,-87.6788,"(41.851356, -87.678800)"
1606,681,2114 W Grand Ave,26,24,West Town,1,41.890928,-87.679881,0,41.890928,-87.679881,"(41.890928, -87.679881)"
1607,1215,2115 N Damen Ave,32,22,Logan Square,1,41.919804,-87.677508,0,41.919804,-87.677508,"(41.919804, -87.677508)"
1608,1565,2116 W 95th St,19,72,Beverly,2,41.721229,-87.675431,1,41.721229,-87.675431,"(41.721229, -87.675431)"
1609,6909,2117 N Western Ave,32,22,Logan Square,1,41.920374,-87.687304,0,41.920374,-87.687304,"(41.920374, -87.687304)"
1610,6251,2118 S Halsted St,25,31,Lower West Side,4,41.853551,-87.646628,1,41.853551,-87.646628,"(41.853551, -87.646628)"
1611,6416,2119 N Clark St,43,7,Lincoln Park,1,41.920657,-87.637308,1,41.920657,-87.637308,"(41.920657, -87.637308)"
1612,5494,2119 W Irving Park Rd,47,5,North Center,1,41.953969,-87.681913,1,41.953969,-87.681913,"(41.953969, -87.681913)"
1613,6254,212 E 83rd St,6,44,Chatham,1,41.743869,-87.619242,1,41.743869,-87.619242,"(41.743869, -87.619242)"
1614,35,212 N Sangamon St,27,28,Near West Side,3,41.885821,-87.651154,0,41.885821,-87.651154,"(41.885821, -87.651154)"
1615,6022,212 N Sangamon St,27,28,Near West Side,1,41.885821,-87.651154,1,41.885821,-87.651154,"(41.885821, -87.651154)"
1616,7078,212 W Superior St,42,8,Near North Side,2,41.895738,-87.63447,0,41.895738,-87.63447,"(41.895738, -87.634470)"
1617,1031,212 W Washington St,42,32,Loop,1,41.883343,-87.634153,0,41.883343,-87.634153,"(41.883343, -87.634153)"
1618,6339,2120 S Canal St,25,34,Armour Square,1,41.853903,-87.638759,1,41.853903,-87.638759,"(41.853903, -87.638759)"
1619,1563,2121 W 95th St,19,72,Beverly,2,41.720843,-87.675535,1,41.720843,-87.675535,"(41.720843, -87.675535)"
1620,2609,2121 W Division St,1,24,West Town,1,41.903012,-87.67903,1,41.903012,-87.67903,"(41.903012, -87.679030)"
1621,6122,2121 W Division St,1,24,West Town,1,41.903012,-87.67903,1,41.903012,-87.67903,"(41.903012, -87.679030)"
1622,6015,2121 W Taylor St,2,28,Near West Side,2,41.868938,-87.679027,1,41.868938,-87.679027,"(41.868938, -87.679027)"
1623,1098,2122 W Taylor St,2,28,Near West Side,1,41.869205,-87.679101,0,41.869205,-87.679101,"(41.869205, -87.679101)"
1624,4896,2124 W Lawrence Ave,47,4,Lincoln Square,1,41.968881,-87.682639,1,41.968881,-87.682639,"(41.968881, -87.682639)"
1625,5235,2125 W Irving Park Rd,47,5,North Center,1,41.953968,-87.68211,1,41.953968,-87.68211,"(41.953968, -87.682110)"
1626,3781,2125 W Roscoe St,32,5,North Center,1,41.943038,-87.681785,1,41.943038,-87.681785,"(41.943038, -87.681785)"
1627,2019,2126 S Archer Ave,25,34,Armour Square,4,41.853589,-87.633627,1,41.853589,-87.633627,"(41.853589, -87.633627)"
1628,5337,2127 W Belmont Ave,32,5,North Center,1,41.939403,-87.68155,1,41.939403,-87.68155,"(41.939403, -87.681550)"
1629,5464,2127 W Lawrence Ave,47,4,Lincoln Square,1,41.968585,-87.682735,1,41.968585,-87.682735,"(41.968585, -87.682735)"
1630,5963,2128 S Indiana Ave,2,33,Near South Side,1,41.853848,-87.622406,1,41.853848,-87.622406,"(41.853848, -87.622406)"
1631,3886,2128 S St. Louis Ave,24,29,North Lawndale,1,41.85293,-87.712543,1,41.85293,-87.712543,"(41.852930, -87.712543)"
1632,6357,2129 N Milwaukee Ave,1,22,Logan Square,1,41.919895,-87.692153,1,41.919895,-87.692153,"(41.919895, -87.692153)"
1633,876,213 N Morgan St,27,28,Near West Side,1,41.885806,-87.651946,0,41.885806,-87.651946,"(41.885806, -87.651946)"
1634,997,213 W Institute Pl,27,8,Near North Side,1,41.897273,-87.634527,0,41.897273,-87.634527,"(41.897273, -87.634527)"
1635,6120,2130 W Division St,32,24,West Town,2,41.903254,-87.680554,1,41.903254,-87.680554,"(41.903254, -87.680554)"
1636,6275,2131 N Southport Ave,32,7,Lincoln Park,1,41.920906,-87.662986,1,41.920906,-87.662986,"(41.920906, -87.662986)"
1637,4952,2131 W Monroe St,2,28,Near West Side,2,41.879825,-87.679892,1,41.879825,-87.679892,"(41.879825, -87.679892)"
1638,238,2132 N Kenmore Ave,32,7,Lincoln Park,1,41.92051,-87.654793,0,41.92051,-87.654793,"(41.920510, -87.654793)"
1639,653,2133 N Rockwell St,1,22,Logan Square,1,41.920807,-87.692547,0,41.920807,-87.692547,"(41.920807, -87.692547)"
1640,28,2135 N Rockwell St,1,22,Logan Square,1,41.920838,-87.692548,0,41.920838,-87.692548,"(41.920838, -87.692548)"
1641,1168,2136 N California Ave,35,22,Logan Square,1,41.920747,-87.697396,0,41.920747,-87.697396,"(41.920747, -87.697396)"
1642,1489,2138 E 71st St,5,43,South Shore,1,41.766389,-87.572974,1,41.766389,-87.572974,"(41.766389, -87.572974)"
1643,684,2138 N Halsted St,43,7,Lincoln Park,1,41.920705,-87.648783,0,41.920705,-87.648783,"(41.920705, -87.648783)"
1644,4944,214 N Lavergne Ave,28,25,Austin,2,41.884655,-87.750498,1,41.884655,-87.750498,"(41.884655, -87.750498)"
1645,3965,214 S Wabash Ave,42,32,Loop,1,41.879235,-87.626261,1,41.879235,-87.626261,"(41.879235, -87.626261)"
1646,5873,214 W Huron St,42,8,Near North Side,1,41.894918,-87.634484,1,41.894918,-87.634484,"(41.894918, -87.634484)"
1647,5137,2140 N Clark St,43,7,Lincoln Park,1,41.920867,-87.637824,1,41.920867,-87.637824,"(41.920867, -87.637824)"
1648,5219,2145 N Damen Ave,32,22,Logan Square,2,41.920353,-87.677531,1,41.920353,-87.677531,"(41.920353, -87.677531)"
1649,498,2145 N Maplewood Ave,1,22,Logan Square,1,41.920596,-87.691184,0,41.920596,-87.691184,"(41.920596, -87.691184)"
1650,5495,2145 W Irving Park Rd,47,5,North Center,1,41.953963,-87.682725,1,41.953963,-87.682725,"(41.953963, -87.682725)"
1651,6144,2145 W Irving Park Rd,47,5,North Center,1,41.953963,-87.682725,1,41.953963,-87.682725,"(41.953963, -87.682725)"
1652,5044,2147 N Western Ave,32,22,Logan Square,2,41.921208,-87.687335,1,41.921208,-87.687335,"(41.921208, -87.687335)"
1653,4793,2148 N Damen Ave,32,22,Logan Square,1,41.920886,-87.677849,1,41.920886,-87.677849,"(41.920886, -87.677849)"
1654,5215,2148 N Damen Ave,32,22,Logan Square,2,41.920886,-87.677849,1,41.920886,-87.677849,"(41.920886, -87.677849)"
1655,3321,2148 N Long Ave,37,19,Belmont Cragin,2,41.919731,-87.761099,1,41.919731,-87.761099,"(41.919731, -87.761099)"
1656,54,2150 N California Ave,35,22,Logan Square,8,41.920942,-87.697475,0,41.920942,-87.697475,"(41.920942, -87.697475)"
1657,3140,2150 S Laflin St,25,31,Lower West Side,3,41.852982,-87.6638,1,41.852982,-87.6638,"(41.852982, -87.663800)"
1658,5287,2151 W 95th St,19,72,Beverly,2,41.720832,-87.676382,1,41.720832,-87.676382,"(41.720832, -87.676382)"
1659,1313,2153 W 111th St,19,75,Morgan Park,1,41.691736,-87.675491,1,41.691736,-87.675491,"(41.691736, -87.675491)"
1660,1574,2154 E 97th St,7,51,South Deering,1,41.718099,-87.572677,1,41.718099,-87.572677,"(41.718099, -87.572677)"
1661,3782,2154 W Roscoe St,32,5,North Center,2,41.943297,-87.682555,1,41.943297,-87.682555,"(41.943297, -87.682555)"
1662,4501,2156 W Belmont Ave,32,5,North Center,1,41.939663,-87.682198,1,41.939663,-87.682198,"(41.939663, -87.682198)"
1663,5031,2156 W Potomac Ave,32,24,West Town,1,41.905072,-87.681116,1,41.905072,-87.681116,"(41.905072, -87.681116)"
1664,6910,2157 N Western Ave,32,22,Logan Square,1,41.921441,-87.687342,0,41.921441,-87.687342,"(41.921441, -87.687342)"
1665,1349,2157 W 19th St,25,31,Lower West Side,1,41.855659,-87.679748,1,41.855659,-87.679748,"(41.855659, -87.679748)"
1666,491,2157 W North Ave,32,24,West Town,2,41.910268,-87.681283,0,41.910268,-87.681283,"(41.910268, -87.681283)"
1667,1568,2158 W 95th St,19,72,Beverly,1,41.72122,-87.676506,1,41.72122,-87.676506,"(41.721220, -87.676506)"
1668,4287,2159 W Chicago Ave,1,24,West Town,2,41.895733,-87.680895,1,41.895733,-87.680895,"(41.895733, -87.680895)"
1669,4507,2159 W Chicago Ave,1,24,West Town,3,41.895733,-87.680895,1,41.895733,-87.680895,"(41.895733, -87.680895)"
1670,6897,216 S Jefferson St,2,28,Near West Side,1,41.878821,-87.642728,0,41.878821,-87.642728,"(41.878821, -87.642728)"
1671,2301,216 W Cermak Rd,25,34,Armour Square,2,41.853061,-87.632491,1,41.853061,-87.632491,"(41.853061, -87.632491)"
1672,3608,2160 W Ogden Ave,25,28,Near West Side,1,41.869864,-87.680129,1,41.869864,-87.680129,"(41.869864, -87.680129)"
1673,74,2161 N Western Ave,32,22,Logan Square,1,41.921534,-87.687387,0,41.921534,-87.687387,"(41.921534, -87.687387)"
1674,3678,2167 S Princeton Ave,25,34,Armour Square,2,41.853926,-87.635532,1,41.853926,-87.635532,"(41.853926, -87.635532)"
1675,4831,2181 N Clybourn Ave,32,7,Lincoln Park,1,41.921196,-87.663542,1,41.921196,-87.663542,"(41.921196, -87.663542)"
1676,2189,2184 W Bowler St,25,28,Near West Side,1,41.870691,-87.680689,1,41.870691,-87.680689,"(41.870691, -87.680689)"
1677,6385,219 W Chicago Ave,42,8,Near North Side,1,41.896478,-87.634564,1,41.896478,-87.634564,"(41.896478, -87.634564)"
1678,2451,2198 N Clybourn Ave,32,7,Lincoln Park,1,41.921388,-87.664304,1,41.921388,-87.664304,"(41.921388, -87.664304)"
1679,3362,22 W Maple St,42,8,Near North Side,1,41.90202,-87.629173,1,41.90202,-87.629173,"(41.902020, -87.629173)"
1680,3510,22 W Monroe St,42,32,Loop,3,41.880881,-87.628487,1,41.880881,-87.628487,"(41.880881, -87.628487)"
1681,6586,22 W Washington St,42,32,Loop,4,41.883359,-87.628575,0,41.883359,-87.628575,"(41.883359, -87.628575)"
1682,2374,220 N Clark St,42,32,Loop,2,41.88597,-87.631154,1,41.88597,-87.631154,"(41.885970, -87.631154)"
1683,3450,220 S Michigan Ave,42,32,Loop,1,41.879205,-87.624594,1,41.879205,-87.624594,"(41.879205, -87.624594)"
1684,1396,220 W 45th Pl,3,37,Fuller Park,1,41.811804,-87.632093,1,41.811804,-87.632093,"(41.811804, -87.632093)"
1685,1467,220 W 63rd St,20,68,Englewood,1,41.780111,-87.630941,1,41.780111,-87.630941,"(41.780111, -87.630941)"
1686,2889,220 W Garfield Blvd,3,37,Fuller Park,4,41.794675,-87.631345,1,41.794675,-87.631345,"(41.794675, -87.631345)"
1687,2417,2200 N Clark St,43,7,Lincoln Park,12,41.922062,-87.638525,1,41.922062,-87.638525,"(41.922062, -87.638525)"
1688,2942,2200 N Halsted St,43,7,Lincoln Park,1,41.921945,-87.648836,1,41.921945,-87.648836,"(41.921945, -87.648836)"
1689,5034,2200 N Lincoln Ave,43,7,Lincoln Park,1,41.921936,-87.644131,1,41.921936,-87.644131,"(41.921936, -87.644131)"
1690,5039,2200 N Lincoln Ave,43,7,Lincoln Park,1,41.921936,-87.644131,1,41.921936,-87.644131,"(41.921936, -87.644131)"
1691,3604,2200 N Oakley Ave,32,22,Logan Square,2,41.921982,-87.685592,1,41.921982,-87.685592,"(41.921982, -87.685592)"
1692,5146,2200 N Oakley Ave,32,22,Logan Square,1,41.921982,-87.685592,1,41.921982,-87.685592,"(41.921982, -87.685592)"
1693,3903,2200 N Stockton Dr,43,7,Lincoln Park,1,41.922351,-87.635873,1,41.922351,-87.635873,"(41.922351, -87.635873)"
1694,4765,2200 S Lake Shore Dr,2,33,Near South Side,1,41.855522,-87.615832,1,41.855522,-87.615832,"(41.855522, -87.615832)"
1695,3265,2200 S Leavitt St,25,31,Lower West Side,1,41.852009,-87.68087,1,41.852009,-87.68087,"(41.852009, -87.680870)"
1696,3366,2200 S Marshall Blvd,12,30,South Lawndale,1,41.851813,-87.699088,1,41.851813,-87.699088,"(41.851813, -87.699088)"
1697,3689,2200 S Pulaski Rd,22,29,North Lawndale,1,41.851413,-87.724802,1,41.851413,-87.724802,"(41.851413, -87.724802)"
1698,3037,2200 W Irving Park Rd,47,5,North Center,1,41.954176,-87.683764,1,41.954176,-87.683764,"(41.954176, -87.683764)"
1699,432,2200 W Lawrence Ave,47,4,Lincoln Square,2,41.968789,-87.684199,0,41.968789,-87.684199,"(41.968789, -87.684199)"
1700,6327,2201 N Clybourn Ave,32,7,Lincoln Park,1,41.921787,-87.664378,1,41.921787,-87.664378,"(41.921787, -87.664378)"
